content,score
manfaat,5
mudah cepat,5
gooood bgd,5
brimo bikin aware investasi info saham produk investasi mudah bantu,5
kali transaksi cashback nolak tawar brimo benarbenar manja nasabah,5
aplikasi ringan fitur mudah akses mobile banking bantu transaksi mana,5
brimo transaksi rutin cepat bayar tagih kirim uang kerja bikin stress kooperatif,5
suka fitur qris brimo bayar tagih beli pulsa cepat handphone beneran praktis,5
ok,5
mantap suka brimo,5
guna manfaat,5
aplikasi brimo bantu transaksi mobile banking repot bank atmsemoga kembang aplikasi,5
mudah bayar apapunmakasih brimo,5
mantap aplikasi,5
brimo gimana sih udah update masalah kendala jaring mulu buka aplikasi jaring nya aman tolong baik,5
salah aplikasi yang wajib banget downloaduser interface nya enakgampang pulaberbagai layan bayar lengkap,5
bgus,5
efektif ribet atm transfer cepat rumah,5
bantu proses bayar apa,5
brimo kecewa jaring nya bagus alhasil transaksi gagal saldo nya kurang alhasil transaksaksi double tolong baik kecewa,3
bantu transaksi,4
mudah transaksi,5
simple tf admin beda bank rangin,4
oke bantu,5
praktis,4
bantu terimakasih brimo,5
puaass,5
bilang nya nomor hendphone daftar nomor hp pakai data nya hidup solusi masuk,2
mudah akses genggam,5
good job,5
bantu transaksi,5
kacau minjem aplikasi brimo bikin susah,1
ga pin ga transaksi bilang pin salah kena blokir ga kali pin nya catat rugi transaksi ganti pin kena potong k,1
jooooss,5
min punya gk login kode rupv posisi habis reset hp,3
bantu mudah transaksi,5
aplikasi nya bagus bantu mudah transaksi,5
kirim kode otp email ga masuk sinyal sma email aman aja sampe limit pasu otp tolong benah susah orng tunggu nya menit tidak aja,2
bantu menjlnkan usaha repot kantor bri atm briharap perhati aman,5
biaya admin mahal,4
ngeribetin aja bri ya kali ga setor tunai kantor cabang setor tunai juta via atm atm lu ga setor tunai kocak kalau domisili kabupaten yakali muter cari atm yang setor tunai mikir dikit kalau bikin bijak lu jatoh nya ngeribetin konsumen lu ga bantu nyusahin,1
ok mantaf,5
aplikasi jalan lancar bantu,5
kalau lo nasionalis brimo,5
ga ribet ok star,5
aktifasi brimo pke ktp digital ga ktp emang hilang blum blanko ganti nya,1
bantu transaksi,5
tingkat,5
manfaat dan multifungsi,5
susah banget login ya login susah banget login aplikasi brimo kayak gin tulis username password tdk skli update brimo,1
transfer bi fast sekaliiiii,1
alhamdulillah mudah banget pakai mbanking brimo,5
nyobain,5
alam pakai brimo bantu mudah,5
mudah transaksi efektif fiturnya lengkap,5
keren layan cepat,5
bagussaya suka,5
manfaat transaksi luar kota,5
burukgatau knp eror udah update wror,1
login hp pake nomer coba direstart hp login ulang coba login muncul notif aktivitas logout aplikasi kesini jelek,1
mantaap,5
mudah bantu males rumah,5
potong notifikasi nya selau tolong notifikasi ga minimalisir uda bayar potong bulan biaya notifikasi sms ribu brimo yang kirim notif knp nasabah yang beban aneh sih nih brimo uda gitu ga hitung biaya potong biaya gin utk biaya sms sekian ga ga baik uninstall aja rame pakai brimo mikir deh nyesal,1
mudah nasabah bri,5
apknya ngeselinsusah masukny pake data wifi gk bisamuncul ikon priksa konektifitaspadahal sinyal baguss baik dongmenghmbt krj orang aj,2
terimakasih brimosangat bantu kalih mudah bertrangsaksi,5
mantap mudah bantu,5
transaksi mudah senang,5
genggam,5
buka rekening aplikasi brimo pas tahap gagal muncul terang transaksi gagal tanggal sempember sampe tgl oktober gitu mohon baik ganggu ga,2
sungguh bantu nasabah bri,4
jos mantap,5
mudah proses transfer,5
bantu lancar transaksi bayar tagih,5
terimakasih brimo,5
joss pokok brimo,5
bagus,5
mantep brimo bri,5
transaksi mudah,5
lancar,5
mantapss,5
potong,5
bantu bangat,5
bri beeggh top banget,5
mantap cepat akurat,5
brimo bri mudah gampang,5
baik,5
guud,5
baik,5
sio,5
praktisgampangtop,5
transfaran,5
sanggat,5
cepat aman transaksi brimo,5
bantu dlm pembayarang rumah,5
mudah butuh brimo,5
brimo benarbenar ubah transaksi seharihari fitur daftar mudah negeri buka rekening ribet alam guna aplikasi muas intuitif cepat,5
suka banget dashboard ksei bantu kelola investasi lengkap userfriendly brimo investasi,5
investasi saham brimo muas platform intuitif edukasi opsi,5
aplikasi brimo bikin nyaman transaksi fiturnya fungsi ganggu error profesional,5
sgt muas,5
ok manfaat kenceng,5
top banget,5
tidak login uda minggu,1
sangt membatutapi pilih b fastnya ga,5
mudah urus tf tidak cari mesin atm saku sdh transaksi,3
bagus guna ga ribet,5
aplikasi kirim uang yang bantu mudah orang kirim uang menggunakansemoga moga kendala cepat baik ya,5
transaksi aman nyaman,5
mudah urus uang,5
layan muas kalau utang lunas ka,5
sip keren akses mudah,5
idola banget transaksi hadiah,5
proses cepat transaksi bayar mudah,5
asik,5
brimo bantu,4
pakek brimo asuransi pakek brimo transfer pakai brimo pakai brimo,5
aplikasi mudah,5
biar bintang yang bicara,5
upload gagal tololl,1
wow,5
mudah,5
manfaat ringan,5
mantap lanjutt,5
simpel mudah,5
brimo bantu drii atm,5
bagus aman,5
cepet mudah,5
aplikasi aneh ga login konek masalah padahl udah pake wifi data udah minggu aplikasi ga buka apss udah terupdate,1
memabantu transaksi mudah,5
aplikasi taiii gk trdaftar,1
mantaaap cepat,5
bagus aplikasi brimo nya jd gk pergi mana klau tf mksh brimo,5
sangt mudah,5
transfer cepat mudah,5
aplikasi yang akurat percaya,5
bagus bantu,5
brimo mantap,5
bagus keren,5
mudah terimakasih,5
tarik,5
aplikasi mudah nymn,5
ok banget,5
lumayan bagus,5
aplikasi baguss banget tpi tolong ga top shoppe pay yaaa eror,5
bantu,5
nama biaya sms biaya jujur sms jumlah puluh ribu kelak lambat pindah bank,1
lambat kerja kadangkadang tdk aktif,1
aplikasi yang bantu,5
memudahkn,5
akses mana,5
transaksi mudah pake brimo,5
rekomendasi brimo aplikasi penuh cari mobile banking aksesibilitas cepat mudah,5
suka banget fitur transaksi negara brimo transfer uang keluarga negeri mudah cepat khawatir biaya proses belit solusi butuh,5
mudah,5
okee,5
bri baik negeri,5
bantu apk brimo bri,5
alhmdulillh manfaat bnget aplikasi mudah lagi,5
good quality,5
lupa username verifikasi otp email masukin gagal mnt kadaluwarsa iya detik,1
mudah akses,5
suka aplikasi bantu uang tranferku,5
scan qris sumber dana kartu kredit kox yang kartu reguler ya yang cobrand nie hehe,5
mudah transaksi,5
log susah transaksi alas koneksi kuota sinyal bagus,1
daftar aplikasi brimo mudahbuka rekening aplikasi brimo mudah,5
mantab,5
mudah transfer,5
bagus moga depan tambah fitur bayar pajak kendara,5
apk wooykembaliin uang bisane tilep ga iklas gweh,1
uwenak poll,5
mantaqp,5
b aja,5
bantu era,5
daftar mudah proses cepat,5
kak tolong baik sistem udah ngajuin briguna udah lolos preesceeningudah ngisi data udah lengkap janji tahap udah tanda tangantapi pas cair gagal sistem time outpadahal jaring udah kenceng udah kali coba pake hp gaada perubahantolong baik kalau udah cair tambahin bintang,1
cepat transaksi,5
kembang,5
tolong bri adain fitur pasang poto profil mbanking nyabiar keren uang masuk notif nya mbanking moga bri aplikasi mbanking nya fitur nya,5
gampang,5
mudah transaksi,5
baguss si aplikasi bantu biaya sms tidak ngotakk serius potong itu klok kumpulin lumayan kecewa banget potong sms tidak sering kayak,3
bantu mantap,5
woi admin brimo knp aplikasi brimo bs update memory aplilasi hp jaring bagus,1
transaksi mudah,5
ok,4
mudah,4
bantu terima kasih,5
proses transfer bank gin ya udah jam kekirimmasih dal peroses,1
suka aplikasi tabung aman tabung moga depan guna aplikasi tdk nyaman nya terimakasih,4
mudah,5
suka fitur transaksi negara kirim uang keluarga negeri mudah proses cepat bingung brimo jempol,5
puas mudah transaksi mantap,5
bri mudah,5
bagus,5
praktis murah adminnya terimakasih brimo,5
kasih bintang force close sendiridan download daftar coba atas tetep aja mohon bantu admin,5
verifikasi foto sulit eror kamera livin mandiri verifikasi foto ktp scan wajah singkat safety,2
brimo aplikasi inovatif mudah transaksi cashback realtimenya benarbenar untung harga nasabah fitur beda brimo,5
sering gagal akun brimo sebab foto foto ulang mamun gagal foto upload lampiransaja langkah buat akun,1
brimo cocok guna muda opsi relevan sesuai gaya hidup modern aktif investasi transaksi,5
ya ribet cek lokasi foto rumah macem pokok deh syarat yang siapin,5
toppp,5
bagus,5
bagus bantu mudah transaksi,5
baik bank fitur transfer briva nya muas promonya tarik,5
mudah bantu,5
banget error transaksi aja tunda,1
bagus,5
mantabz,5
bantu uang syterima kasih,5
potong biaya sms notif ya asa tidak pake deh sms masuk liat jug gaada notif knp yang tanggung tolong ya jaga percaya pakai gin tidak pakai lo potong rupiah emang tidak biarin ya kurang saldo tau tau tunggu jawab,1
mudah dlm transaksi bank dgn brimo good joob bri,5
beli pulsa uang dah kurang pulsa tidak masuk gmna nunggu,1
ambil fee kenceng gilir gue ngisi pulsa proses kerjabagus,1
festival kalang tengah adil guna bri yang,2
brimo cerdas uang fitur catat uang bantu kelola keluar bulan rencana,5
bantu,5
wow simpel ya gais,5
mudah cepat aman,5
cona,4
gabisa login jingkntl,1
amazing mudah praktis,5
aman transaksi brimo layan langgan responsif banget langsung chat cepat,5
puas,4
tdak log dgan sidik jari akitifkan,5
lum mantapp,5
aplikasi tolol gagunapercuma gua kartu atm brimo kalau pas daftar gagal tolol,1
mantafffff,5
mudah,5
sngat mmbantu,5
mantap cepat,5
cepat akurat bantu,5
bagus,5
troble trosss sampe minggu gbisa login,1
jam malam buka,4
isi pulsa saldo rekening potong pulsa masuk nomor tuju lawak gilir adu suruh tunggu minggu gila ya tidak sih jg jelas percaya aneh,1
brimo nyaman,4
bri mobile,5
bantu brimo,5
mudah cepat proses,5
terima kasih fitur bayar qr code brimo bayar merchant negeri mudah traveling bantu banget mudah transaksi khawatir tukar uang,5
mudah nya,5
semangat,5
potong bulan tanggal potong suka hati ambil saldo tidak garagara kena potong ribu yaa lucu banget saldo penting dadak bijak terap nyusahin customer,1
efisien,5
aplikasi enak mudah simpel transaksi online hanpone setiyap daftar brimo verifikasi wajah ktpwajah,4
pakai brimo praktis simple,5
good transaksithanks,5
mudah cepat,5
enak lengkap,5
ga terima sih aneh banget transaksi gagal baru,3
sngat dn sngt bantu,5
oke,4
bgus,1
terima kasih layan langgan responsif brimo hadap fitur chat aplikasi langsung hubung customer service tunggu bantu,5
mantap mudah cepat,5
bagus praktis,5
bagus mudah cepat proses pembayarn,5
mayan la,3
senang,5
alhamdulillah suka aplikasi brimo mudah,5
mantap bintang yang bicara,5
notifikasi,5
mudah transaksi,5
bantu skali mepet,5
bantu bagus,5
mudah brimo bri mudah urus,4
amazing,5
minimal tahan tingkat bagus,5
mantuuulll cepat mudah transaksi,5
brimo tdk,1
cepat bayar digital,5
aplikasi ribet kalau blok susah buka go blok,1
moga,5
rekomendasi banget aplikasi mudah admin ya jg ramah ayo tungu buru donlod aplikasi nya,5
update tampil persentase profitloss investasi rekening emassaldo emas nya error yaa tolong baik yaa ganggu,5
gimana setop layan sms notifikasi langgan sms notifikasi tsb,2
puas banget dah tinggal maen hp ajmakasih brimomksh briterus kembang,5
simple muas,5
praktis,5
investasi fitur investasi tawar brimo bantu mudah akses produk investasi emas saham kelola uang,5
mudah,5
enakeun pokonamahh,5
apk nya bgus,5
mudah pakai,5
bagus layan nya,5
sekali,5
cepat sat set,5
mudah transaksi mana,5
jalan lancarringancuma kadang suka update mulutp overall good,5
mantap brimo bantu,5
guna bantu,5
mantap bank bri sukses,5
model kah foto ktp tolong susah,1
bantu,5
brimo error,4
puas pake brimo,5
mudah akses tf,5
kali coba bri link top e wallet bayar tunai ppn mahal distruk perak toko bilang ribu mending gua top indomaret k wtff bri link,1
mantappp cepat,4
suka bri brimo,5
bantu,5
suka brimo mudah tawar transaksi cek saldo cepat transfer uang responsif informasi uang ujung jari hemat,5
mudah manfaat,5
terima kasih brimo mudah aktivitas perban,5
proses lapor komplai transaksi,1
mohon catat transfer uang yang masuk diperjelasdari berita,5
simple,5
hahaha lawak daftar brimo gk kocak nih apk,1
mudah yang males rmh mo tf,5
mudah mudah,5
layan luas juta umat,3
siiiip,5
bgs bantu,5
bantu simpel,5
mantap,5
tarik tunai gampang praktis,5
solusi ga login nomer hp sesuai pdhal sesuai sim pulsa tetep ga,3
bagus mudah,5
mudah transaksi online,5
bagus,5
aplikasi brimo suka tampil ui nya keren transaksi ok kasih bintang,5
mantapuntuk transaksi bri ok,5
halo brimo suka eror ya gabisa masuk brimo nya user name salah sdh pke pingert jg gabisa kode rzpo solusi kah,5
biar bintang yang bicara,5
excellent,5
apl aneh,1
mantap gampang,5
sumpah apaansih udh ngapus apk ga update heran,1
muas bantu,5
muas dlm layan moga sukses,5
bantu,5
brimo bagus,5
manfaat banget,5
pelayananya rumah bertrasaksi,5
keren bnget,5
terima kasih,3
terimakasih brimo,3
jargon rumit brimo mudah ajar mobile banking brimo benarbenar tani,5
fitur qris brimo bantu belanja tidak cash scan transaksi cepat praktis hasil belanja hemat,5
bagus hnya potong terus,5
bagus,5
super cepat,5
hai brimo hp infinix note buka apk ketnya jaring buruk wifi mohon solusi,5
pakai bayar bank briva,1
oke baguuss,5
gin ya pegawai bri wkwk berani ngancam nenek da kake tua adab nene tidur sakit telat rumah sita nya lancar ngaku pimpin bri marketing doang kalau habis pegawai sampah maaf benar nene harus ituinilah didik,1
cepat,4
bantu utk bertransasi,5
mudah perlu,5
bantu terima kasih brimo,5
mantab,4
sayang brimo dukung face wajah login aplikasi,5
aplikasi brimo daftar verifikasi wajah gagal gknta ganti jaring bagus pakai wifi tetep gagal,1
aplikasi lengkap beli tiket tanding bri liga top pulsa mudah brimo erti butuh guna tru banget,5
fitur chat aplikasi ngebantu banget kendala layan langgan bri cepat tanggap bikin perhati,5
apk mndukung giat hari,5
aman pake,5
good jpb,5
keren,5
bagus,4
mudah sih,5
verifikasi fto kox nggk tulis inggris,3
muda,5
mudah gampang,5
brimo atur butuh finansial bayar tagih investasi belanja efisien praktis aplikasi mudah,5
mantap bantu,5
alhamdu lillahmantul mudah transaksi,5
gagal akses kamera verifikasi rekam wajah,1
jos,5
cepat mudah dipahamii,5
mudah dg brimo,5
bintang,5
terimakasih bri,5
bagus cepat sederhana,5
brimo sll depan,5
puassukses slalu brimo,5
habis update susah banget login koneksi internet muluudah pake wifi paket data aja susah,1
mantap brimo,5
aplikasi baik trimakasih karna mudah transaksi,5
mantaao pokok e,5
mudah transaksi,5
mudah bayar bpjs bulan mohon baru bayar terima kasih,5
bagus mudah,5
bantu proses bayar,5
lancr bagus,5
kelas internasional,5
transaksi mudah brimo,5
ok bgett,5
x,5
mantap eh,5
sistem,5
lengkap simple bantu,5
terbantudan mudahterimakasih brimo,5
cakep kirim uang cepet gk ribet,5
aplikasi bagus notifikasi arus uang masuk notifikasi tambah fitur transaksi uang masuk monitor uang keluar perlu trimakasih,5
cepat aman,5
ggal upload foto ktp pas bikin brimo kdg eror mohon sistem baik depan,3
terima kasih bantu dlm transaksi,5
terima kasih layan brimo bri moga sukses,5
muas,2
pinjam nya acc donk,5
kali brimo rasa puas desain aplikasi tarik kerja intuitif suka,5
jd mudah dlm transaksi,5
aplikasi login perangkat perangkat udah resin tetep aja bilang logout sempurna gimana sih,1
bagus manfaat,5
update bayar qiris susah,4
jozz cepat,5
kak emang brimo eror ganggu kahsya buka aplk brimo henti trus yamohon bantu kak,4
bagus skali,5
daftar hp tidak bank bank,5
mudah customer bertransaksimantap,5
gabisa buka ya aplikasi terimakasih,5
joss mantap,5
bantu,5
mudahcepat utk transaksi sesuai dgn butuh,5
senang pakai brimo,5
transfer bri via atm rekening potong tiga transaksi online nya masuk rekening tuju yaa jalan mana duit transfer duit pribadi duit rakyat kelola perintah kondisi catat periksa bpk ri hadeuh bri jelek ya layan nasabah nya aplikasi bri mo bintang deh layan bri bintang,4
hehe,5
ok,4
huge thumbs brimo refreshing see financial app really understands users want talk convenience,5
good aplikation,5
aplikasi nya enak,5
pas vertifikasi wajah berulangkali gagal luamaaaaaaaa banget nyoba gagal aja dah,3
terimakasih aplikasi brimo bantu,5
app nya bagus kendala,4
mudah transaksi apa butuh,5
wow brimo benarbenar inovasi fitur investasi emas bantu investasi modal sederhana jangkau mudah,5
tolong tinjau bri guna dah minggu notif,2
mantap lahh,5
kasih bintang dah bagus kirim,5
josss gandos,5
senang dg plynn brimo,5
alhamdulilah aman nyimpan uang,5
assalamualaikum aplikasi bantu,5
mudah dlm bertansaksi,5
bagus banget ni bantu sibuk kerja karna membuatbuka rekening thanks brimo,5
habis baru aplikasi nya lot susah log muncul koneksi internet buruk sinyal fullsudah sekian kali coba tidak masuk,3
bantu aktivitas hari tdk lg buang keatm,5
ribet lumayan aplikasi,5
manfaat efisien,5
membantudengan nya apl mobaile transaksi ngak sulit,5
bagus apk brimo,5
brimo update susah login jaring keneksi jaring data wifi bagus,4
baguscuman sayang potong,4
aja gampang praktis mudah yang saldo aman,5
moga manfaat kendala dan lancar,5
recomendedmudah penggunaanya,5
good,5
good,5
usaha berkas masuktapi tolak pinjam ngga unk modal,3
bantu trimaksih,5
mantab jaya,5
mudah erti mudah transaksi bayar tagih rumah,5
brimo beli voucher game pilih cari urus aplikasi transaksi lancar,5
mantap dah,5
jempol,4
bru poto ktp gagal sue,1
bagus daftar brimo bri unit jati asih layan cepet,5
mantab mudah bertarsaksi,5
kreeen,5
aplikasi bagus simple pake aplikasi tpi kmren ga buka sampe jajal kali jam yang beda ttep ga buka eror cba download ulang masukin username sma sandi ttep aja ga jdi smpe skrang gimna yay atas,4
