content,score,sentiment_score,sentiment
aplikasi sampah saya login gk pas saya ngecek username gk pulsa udh sedot alesannya sistem masalah sampah,5,-52,negative
proses transfer nya cepat,5,-4,negative
keren sih fitur beli tiket bri liga nggak ribet langsung aplikasi,5,-22,negative
rekomendasi brimo orang dapat mudah transaksi ragu coba,5,-6,negative
cashback realtime tidak percaya keren kali transaksi bonus bikin happy kali cek saldo,5,2,positive
ya brimo suka gagal kalau isi pulsa,5,-20,negative
bantu pepet,5,-18,negative
nice apk,5,8,positive
bagus,5,-8,negative
bagus cepat bangett,5,-18,negative
bantu transaksi mana love u brimo,5,-6,negative
ok,5,8,positive
transaksi jd mudah,5,6,positive
brimo ok,5,8,positive
kereeen,5,0,neutral
mantaaap,5,0,neutral
guna brimo bantu samping mudah cepat muas trimakasih brimo trimakasih bri lansia gaptek buruh tani puas semangat pasu sepak bola indonesia,5,2,positive
tidak login njirr udah bener lohh username password udah coba lupa passwordlupa username tetep aja masalah tolong donk mudah baik masak udah bener tidak login gimana sihh,1,-54,negative
mantap,4,10,positive
tidak pake sidik jari ampun tidak buka kenapaa momen yang sy butuh cepat update tidak buka dehskrang aktifin sidik jari udah tidak,3,-100,negative
service brimo mudah top ewallet proses cepat shoppaholic khawatir habis saldo,5,-8,negative
investasi brimo gampang investasi emas bantu fitur cicil emas recommended ajar investasi,5,-20,negative
bagus app nya,5,-8,negative
beli pulsa mudah brimo,5,-14,negative
mantap,5,10,positive
simple,5,6,positive
aplikasi mudah,5,-10,negative
gampang,5,-6,negative
bri mantab,5,0,neutral
nggak loginpas sms link halaman temu tolong baik bos,2,-2,negative
ok sip,5,8,positive
bagus,5,-8,negative
gg ga banyak error jaring bagus transaksi gagal transaksi gagal dikitdikit update dikitdikit update mending brimo jaman dlu enak,2,-36,negative
sungguh mantap,5,8,positive
bgs,5,0,neutral
cepat mudah,5,-8,negative
baru gk beli pulsa chat sabrina bri bilang daftar tolong baik,3,-18,negative
trobel,5,0,neutral
tombol topup rdn hilang ayo daftar rdn daftar topup,4,-12,negative
terimakasih layan baik,5,4,positive
ga narik uang atm,5,0,neutral
login hp tidak logout sempurna hp login hp karna hp jual udah reset pabrik otomatis aplikasi brimo serta aplikasi yang hapus yang aneh mbanking yang login hp tpi brimo aja yang bikin pusing tidak login alesan karna logout blm sempurna nomer sesuai nyalain data sesuai nomernya lakuin tpi tetep tidak login,1,-100,negative
transfer uang via bifast bank,2,0,neutral
suka error,2,-12,negative
brimo temen setia belanja online klik transaksi aman pokok puas banget,5,-4,negative
apk suka eror,2,-10,negative
bagus,5,-8,negative
tidak beli paket internet ya,3,0,neutral
bagus banget,5,-6,negative
coba klau bgs sya ksi pull bintang,3,-2,negative
mobile banking bri brimo emang baik layan bagus fitur lengkap bank baik indonesia,5,-22,negative
scan qr brimo masalah saldo potong bukti transaksi konfirmasi udah bikin lapor dari september oktober selesai saldo kembali gin layan bri capek lapor email resmi bri contact cs bri dikit selesai saldo potong bri buruk brimo makan saldo nasabah scan qr makan saldo lapor layan selesai najis bri makan duit member,1,-42,negative
lop lop kebon deh pokonamah brimo,5,0,neutral
terima kasih brimo,5,2,positive
alhamdulillah mudah,5,8,positive
bagus,3,-8,negative
keren aplikasi byk free admin lg,5,-2,negative
baik,5,-2,negative
cepat mudah bantu,5,-16,negative
halo brimo login ketik username pakai titik username titik nya login,3,-10,negative
respon cepat kurir ramah,4,-8,negative
proses beli pulsa nya,1,-10,negative
buruksusahnya daftar hppadahal kartunyatidak kaya bank sebelahumakk sulit,1,-10,negative
keren deh,5,0,neutral
ragu,5,-6,negative
admin bank ya opsi,3,8,positive
mendowload brimo mohon bantu,5,-12,negative
qr gagal,1,-8,negative
login aj ribet hrs pake kuota hrs ny kl udh terima kode otp udh bs langsung msk hrs pake kuota,3,-12,negative
transfer cepat mudah,5,-8,negative
brimo eror bank aplikasi tangan dgn cepat bgmana nasib nasabah kepret,1,-12,negative
untung,5,-2,negative
beli pulsa eror,5,-20,negative
eror saldo kurang transaksi proses hari beli pulsa eror transaki,1,-20,negative
update nambah jelek nih aplikasi menu aktivitas yang,5,-28,negative
transaksi nyaman aman,5,16,positive
banget memnbatu,5,2,positive
langsung bintang mudah mngunakannye,1,4,positive
ganti device buka brimo tidak kartu udh bner paket gagal kartu blom cocokpadahal udh bner kartu udh pasang kocak dah berkalikali nyoba tidak,1,-34,negative
alam goda maka,5,-8,negative
ga da masalahtingkatkan trussss,5,0,neutral
bagus,5,-8,negative
transfer gagal kode mt,1,-14,negative
tidak login ya ganti hp,5,-8,negative
ok cepat,5,2,positive
cepat,5,-6,negative
oky bantu,4,-8,negative
paten kaliiiiii,5,0,neutral
mudah u ecek aktifitas uang mudah u bayar tagih tampil mudah paham,5,-24,negative
loginmuncul kode rzpotransaksi gagal,1,-14,negative
brimo aplikasi rekomendasi kelola uang mudah fitur dalam manfaat mudah jalan hidup seharihari,5,-4,negative
pakai brimo luncur betah fiturfitur tawar bikin hidup praktis,5,-8,negative
status transaksi proses saldo potong hilang dah uang mending ga pake bri udah ajuin pengaduantaoi respon sampe hadehh gimana sihh sistem brimo nya bikin rugi aja,1,-26,negative
app bosooookkkkkkkkkkkkk sampahhhhhhh kek gin digunain perban tololllllll,1,-6,negative
akses layan langgan mudah bantu tidak khawatir langsung chat aja respons cepat,5,-12,negative
minimal kalau usernya lupa username password kasih opsi ganti pake nomor handphone dipake akun bri nya biar tidak ribet bolak balek masukin bri salah ya udah bener data gajelas emang,1,-54,negative
terimakasih,5,10,positive
bantu masyarakat yuhuyuhu,5,-8,negative
bantu login brimo nya ganti hp lupa sandi akun google verifikasi google,5,-20,negative
rekening blum daftar brimo daftar rekening gagal,1,-20,negative
mudah transaksi uang cash,4,10,positive
heran apk inikenapa pin masuk salah sampaisampai coba berulangulang ujung blokir akun kantor sayang sekalipin salahada whyasli kecewa,1,-40,negative
suka senng kalau pakai brimo inijadi tidak ribet ngpa,5,-22,negative
mudah senang,5,-10,negative
udah bagus scannya kalau bayar tidak responsif,4,-26,negative
kerenn,5,0,neutral
aplikasi bantu,5,-16,negative
moga aman bagus percaya,4,-2,negative
bantu terimakasih,5,2,positive
mantul bray,5,0,neutral
baguss banget,5,2,positive
brimo mudah cepat,5,-8,negative
muas,5,10,positive
rekomendasi banget bikin tabung bantu,5,0,neutral
sih brimo update minggu update,1,0,neutral
jos,5,0,neutral
jalaseva jayamahe,5,0,neutral
good app,5,10,positive
eror brimo nyakalau maintenance,2,-8,negative
baru susah pakaiposisi tidak bawa kartu atmdan pisisi butuh uang ambil brimo susahenggak kayak lancarsinyal penuh,3,-48,negative
aplikasi lambat banget verifikasi email aja lambat banget ngirim kode,3,-4,negative
alhamdulillah mudah,5,8,positive
mudah transaksi beli apa mantap,5,4,positive
rekomendasi banget aplikasi mudah,1,-8,negative
transfer eror,2,-8,negative
layan ramah responsif bantu langsung chat asli enak,5,-10,negative
mudah,4,-2,negative
nyaman pake brimosetelah update susah masuknyajaringan internet masalah jaring bagus,3,-8,negative
app nya mantapgk bnyak likalikunya,4,0,neutral
oke,5,4,positive
menu paket komplit,5,8,positive
bagus,5,-8,negative
jhosszzzz,5,0,neutral
ko jdi susah bnget login nya,5,-6,negative
mudhan bagus tidak eror,4,-26,negative
bantu smua ksibukan,4,-8,negative
mudah transksi bayar online terima kasih,5,-6,negative
error gbisa top e wallet dll,4,0,neutral
senang dgn aplikasi brimo transaksi dgn mudah cepat,5,-16,negative
fitur lengkap tidak ribet,5,-24,negative
cocok,5,-6,negative
mantab,5,0,neutral
bagus banget aplikasi daftar mudah cepat terimakasih,5,-18,negative
aplikasi bantu,5,-16,negative
mantap smoga yang baik,5,-2,negative
pakai bri alhamdulillah transaksi apa lancar,5,8,positive
apl brimo mantaaapppp,5,0,neutral
aplikasi begggo udah x coba terang gagal upload foto,1,-18,negative
sangt burukmau login gk bsa pncet anehh,1,0,neutral
bolak akun blokir pin atmnya udh benartolonglah bikin ribet pusing,2,-22,negative
lambat tranfer tolong baik aplikasi bumn gin lemotharus nya hbs update tu bagus,2,-20,negative
good banget,5,12,positive
puas dgn aplikasih bri,5,6,positive
eror ningk dibukak,5,-8,negative
praktis simple,5,14,positive
fleksibel,5,0,neutral
bagus mantaap,5,-8,negative
daftar,1,-6,negative
cepat akurat percaya,5,-2,negative
alhamdullilah syng nya kena cash biaya notif coba mbanking nya senang aja masuk sy mhn notif jgn kena biaya trmksh,5,-22,negative
mudah,5,-2,negative
aplikasi bantu,5,-16,negative
layan buruk,1,-14,negative
rekomended banget brimo verifikasi mudah login mudah fiturnya bagus komplit buka rekening langsung biaya admin ringan poko tidak ribet deh daftar aplikasi brimo mantap,5,-38,negative
bantu terimakasih,5,2,positive
mantaaap,5,0,neutral
simpel aman lengkap,5,0,neutral
bagus banget,5,-6,negative
pake aplikasi nggak kendala mudah nggak ribet,5,-30,negative
qris nya mantap,5,10,positive
bantu mudah transaksi,5,-2,negative
alhamdulillah trimakasi brimo jdi gampang,5,4,positive
manfaat,5,10,positive
mudah cepat,5,-8,negative
gooood bgd,5,0,neutral
brimo bikin aware investasi info saham produk investasi mudah bantu,5,-10,negative
kali transaksi cashback nolak tawar brimo benarbenar manja nasabah,5,2,positive
aplikasi ringan fitur mudah akses mobile banking bantu transaksi mana,5,-8,negative
brimo transaksi rutin cepat bayar tagih kirim uang kerja bikin stress kooperatif,5,-12,negative
suka fitur qris brimo bayar tagih beli pulsa cepat handphone beneran praktis,5,-18,negative
ok,5,8,positive
mantap suka brimo,5,8,positive
guna manfaat,5,12,positive
aplikasi brimo bantu transaksi mobile banking repot bank atmsemoga kembang aplikasi,5,-20,negative
mudah bayar apapunmakasih brimo,5,-8,negative
mantap aplikasi,5,2,positive
brimo gimana sih udah update masalah kendala jaring mulu buka aplikasi jaring nya aman tolong baik,5,-18,negative
salah aplikasi yang wajib banget downloaduser interface nya enakgampang pulaberbagai layan bayar lengkap,5,-44,negative
bgus,5,0,neutral
efektif ribet atm transfer cepat rumah,5,2,positive
bantu proses bayar apa,5,-18,negative
brimo kecewa jaring nya bagus alhasil transaksi gagal saldo nya kurang alhasil transaksaksi double tolong baik kecewa,3,-10,negative
bantu transaksi,4,0,neutral
mudah transaksi,5,6,positive
simple tf admin beda bank rangin,4,2,positive
oke bantu,5,-4,negative
praktis,4,8,positive
bantu terimakasih brimo,5,2,positive
puaass,5,0,neutral
bilang nya nomor hendphone daftar nomor hp pakai data nya hidup solusi masuk,2,-20,negative
mudah akses genggam,5,2,positive
good job,5,10,positive
bantu transaksi,5,0,neutral
kacau minjem aplikasi brimo bikin susah,1,-14,negative
ga pin ga transaksi bilang pin salah kena blokir ga kali pin nya catat rugi transaksi ganti pin kena potong k,1,-30,negative
jooooss,5,0,neutral
min punya gk login kode rupv posisi habis reset hp,3,-6,negative
bantu mudah transaksi,5,-2,negative
aplikasi nya bagus bantu mudah transaksi,5,-18,negative
kirim kode otp email ga masuk sinyal sma email aman aja sampe limit pasu otp tolong benah susah orng tunggu nya menit tidak aja,2,-28,negative
bantu menjlnkan usaha repot kantor bri atm briharap perhati aman,5,-26,negative
biaya admin mahal,4,2,positive
ngeribetin aja bri ya kali ga setor tunai kantor cabang setor tunai juta via atm atm lu ga setor tunai kocak kalau domisili kabupaten yakali muter cari atm yang setor tunai mikir dikit kalau bikin bijak lu jatoh nya ngeribetin konsumen lu ga bantu nyusahin,1,-22,negative
ok mantaf,5,8,positive
aplikasi jalan lancar bantu,5,-20,negative
kalau lo nasionalis brimo,5,-2,negative
ga ribet ok star,5,0,neutral
aktifasi brimo pke ktp digital ga ktp emang hilang blum blanko ganti nya,1,-14,negative
bantu transaksi,5,0,neutral
tingkat,5,2,positive
manfaat dan multifungsi,5,10,positive
susah banget login ya login susah banget login aplikasi brimo kayak gin tulis username password tdk skli update brimo,1,-14,negative
transfer bi fast sekaliiiii,1,0,neutral
alhamdulillah mudah banget pakai mbanking brimo,5,10,positive
nyobain,5,0,neutral
alam pakai brimo bantu mudah,5,-12,negative
mudah transaksi efektif fiturnya lengkap,5,10,positive
keren layan cepat,5,-10,negative
bagussaya suka,5,-2,negative
manfaat transaksi luar kota,5,16,positive
burukgatau knp eror udah update wror,1,-8,negative
login hp pake nomer coba direstart hp login ulang coba login muncul notif aktivitas logout aplikasi kesini jelek,1,-28,negative
mantaap,5,0,neutral
mudah bantu males rumah,5,-12,negative
potong notifikasi nya selau tolong notifikasi ga minimalisir uda bayar potong bulan biaya notifikasi sms ribu brimo yang kirim notif knp nasabah yang beban aneh sih nih brimo uda gitu ga hitung biaya potong biaya gin utk biaya sms sekian ga ga baik uninstall aja rame pakai brimo mikir deh nyesal,1,-66,negative
mudah nasabah bri,5,6,positive
apknya ngeselinsusah masukny pake data wifi gk bisamuncul ikon priksa konektifitaspadahal sinyal baguss baik dongmenghmbt krj orang aj,2,-8,negative
terimakasih brimosangat bantu kalih mudah bertrangsaksi,5,0,neutral
mantap mudah bantu,5,0,neutral
transaksi mudah senang,5,-2,negative
genggam,5,0,neutral
buka rekening aplikasi brimo pas tahap gagal muncul terang transaksi gagal tanggal sempember sampe tgl oktober gitu mohon baik ganggu ga,2,-50,negative
sungguh bantu nasabah bri,4,-2,negative
jos mantap,5,10,positive
mudah proses transfer,5,0,neutral
bantu lancar transaksi bayar tagih,5,-16,negative
terimakasih brimo,5,10,positive
joss pokok brimo,5,-6,negative
bagus,5,-8,negative
mantep brimo bri,5,0,neutral
transaksi mudah,5,6,positive
lancar,5,-4,negative
mantapss,5,0,neutral
potong,5,-4,negative
bantu bangat,5,-8,negative
bri beeggh top banget,5,12,positive
mantap cepat akurat,5,4,positive
brimo bri mudah gampang,5,-8,negative
baik,5,-2,negative
guud,5,0,neutral
baik,5,-2,negative
sio,5,0,neutral
praktisgampangtop,5,0,neutral
transfaran,5,0,neutral
sanggat,5,0,neutral
cepat aman transaksi brimo,5,2,positive
bantu dlm pembayarang rumah,5,-2,negative
mudah butuh brimo,5,-12,negative
brimo benarbenar ubah transaksi seharihari fitur daftar mudah negeri buka rekening ribet alam guna aplikasi muas intuitif cepat,5,-12,negative
suka banget dashboard ksei bantu kelola investasi lengkap userfriendly brimo investasi,5,-14,negative
investasi saham brimo muas platform intuitif edukasi opsi,5,16,positive
aplikasi brimo bikin nyaman transaksi fiturnya fungsi ganggu error profesional,5,-10,negative
sgt muas,5,10,positive
ok manfaat kenceng,5,14,positive
top banget,5,12,positive
tidak login uda minggu,1,-10,negative
sangt membatutapi pilih b fastnya ga,5,-4,negative
mudah urus tf tidak cari mesin atm saku sdh transaksi,3,-10,negative
bagus guna ga ribet,5,-14,negative
aplikasi kirim uang yang bantu mudah orang kirim uang menggunakansemoga moga kendala cepat baik ya,5,-18,negative
transaksi aman nyaman,5,16,positive
mudah urus uang,5,-2,negative
layan muas kalau utang lunas ka,5,-4,negative
sip keren akses mudah,5,2,positive
idola banget transaksi hadiah,5,-2,negative
proses cepat transaksi bayar mudah,5,-4,negative
asik,5,8,positive
brimo bantu,4,-8,negative
pakek brimo asuransi pakek brimo transfer pakai brimo pakai brimo,5,0,neutral
aplikasi mudah,5,-10,negative
biar bintang yang bicara,5,-16,negative
upload gagal tololl,1,-8,negative
wow,5,0,neutral
mudah,5,-2,negative
manfaat ringan,5,8,positive
mantap lanjutt,5,10,positive
simpel mudah,5,4,positive
brimo bantu drii atm,5,-8,negative
bagus aman,5,-8,negative
cepet mudah,5,2,positive
aplikasi aneh ga login konek masalah padahl udah pake wifi data udah minggu aplikasi ga buka apss udah terupdate,1,-44,negative
memabantu transaksi mudah,5,6,positive
aplikasi taiii gk trdaftar,1,-8,negative
mantaaap cepat,5,-6,negative
bagus aplikasi brimo nya jd gk pergi mana klau tf mksh brimo,5,-18,negative
sangt mudah,5,-2,negative
transfer cepat mudah,5,-8,negative
aplikasi yang akurat percaya,5,-14,negative
bagus bantu,5,-16,negative
brimo mantap,5,10,positive
bagus keren,5,-8,negative
mudah terimakasih,5,8,positive
tarik,5,4,positive
aplikasi mudah nymn,5,-10,negative
ok banget,5,10,positive
lumayan bagus,5,-12,negative
aplikasi baguss banget tpi tolong ga top shoppe pay yaaa eror,5,-8,negative
bantu,5,-8,negative
nama biaya sms biaya jujur sms jumlah puluh ribu kelak lambat pindah bank,1,-6,negative
lambat kerja kadangkadang tdk aktif,1,0,neutral
aplikasi yang bantu,5,-26,negative
memudahkn,5,0,neutral
akses mana,5,4,positive
transaksi mudah pake brimo,5,6,positive
rekomendasi brimo aplikasi penuh cari mobile banking aksesibilitas cepat mudah,5,-22,negative
suka banget fitur transaksi negara brimo transfer uang keluarga negeri mudah cepat khawatir biaya proses belit solusi butuh,5,-24,negative
mudah,5,-2,negative
okee,5,0,neutral
bri baik negeri,5,-2,negative
bantu apk brimo bri,5,-8,negative
alhmdulillh manfaat bnget aplikasi mudah lagi,5,-6,negative
good quality,5,10,positive
lupa username verifikasi otp email masukin gagal mnt kadaluwarsa iya detik,1,-14,negative
mudah akses,5,2,positive
suka aplikasi bantu uang tranferku,5,-18,negative
scan qris sumber dana kartu kredit kox yang kartu reguler ya yang cobrand nie hehe,5,-4,negative
